       431     26030      1577      1201 STLOUIS    DENVER    
       109       682      2704       287 DENVER     DENVER    
       234     13092      1649       753 PHOENIX    DENVER    
       175      5067      1591       391 DETROIT    DENVER    
       195      3111      2589       273 MIAMI      DENVER    
       131       371      6339       450 OMAHA      ARLINGTON 
       659     11471     20711      1826 MILWAUKEE  ARLINGTON 
       388      8215      9062      1420 STLOUIS    ARLINGTON 
       532      3238     17140      1594 NEWORLEANS ARLINGTON 
       412       907     14863       986 OKLACITY   ARLINGTON 
       607       992     15281      1237 WICHITA    ARLINGTON 
     12322    266478     41415     16994 DURHAM     ARLINGTON 
       281      1055     10768       997 BIRMINGHAM ARLINGTON 
         6         5        59        10 SALTLAKE   HARTFORD  
       504     15598      8540      1982 LYNDHURST  HARTFORD  
       743      2941     28308      1595 DETROIT    PHOENIX   
         8         5       401        27 SYRACUSE   PHOENIX   
       301      2154      9402       942 PHILA      PHOENIX   
       174      5598      2626       662 STLOUIS    PHOENIX   
        65      1898      2190       119 NEWORLEANS PHOENIX   
       172       204      6525       440 BALTIMORE  PHOENIX   
       167      2397      2717       414 PHOENIX    PHOENIX   
        38       125      2197       151 OKLACITY   PHOENIX   
        39       228      1328       187 WICHITA    PHOENIX   
       172      1747      3449       494 SANFRAN    PHOENIX   
        14         8       718        58 BIRMINGHAM PHOENIX   
       161      2558      2687       332 DURHAM     PHOENIX   
       155       416      6952       582 SEATTLE    PHOENIX   
        29       446       191       208 CARSONCITY SANFRAN   
        19       877        51       108 MILWAUKEE  BALTIMORE 
         1         3         1         1 SALTLAKE   BALTIMORE 
        62      1833       136       136 PHILA      BALTIMORE 
        34       496        45        46 WICHITA    BALTIMORE 
       492      7939       762       670 DURHAM     BALTIMORE 
         9       168        20        21 LOUISVILLE BALTIMORE 
        69      1440        82       118 DENVER     BALTIMORE 
         1         5         1         3 SEATTLE    BALTIMORE 
       415       126      6743       206 CARSONCITY BOSTON    
        43      1349        48       157 OMAHA      BUFFALO   
        39       135      1633       222 BUFFALO    BUFFALO   
        76      2071       920       331 MILWAUKEE  BUFFALO   
        71       455      2585       426 DETROIT    BUFFALO   
       189      4204      2195       651 SANFRAN    BUFFALO   
       374     15402      2188       948 ARLINGTON  BUFFALO   
        33       837        35       129 SALTLAKE   BUFFALO   
        28       983        20       106 CARSONCITY BUFFALO   
        29      1164        32        91 MEMPHIS    BUFFALO   
        91       933      2119       383 PHILA      BUFFALO   
       742     13784      6162       540 HARTFORD   BUFFALO   
       113     11005       692       477 STLOUIS    BUFFALO   
        52       931       844       209 NEWORLEANS BUFFALO   
        14        35       397        82 PORTLAND   BUFFALO   
        88        89      2783       394 BALTIMORE  BUFFALO   
       503       283      4563       533 MIAMI      BUFFALO   
        52      1320       591       217 DENVER     BUFFALO   
       137      6580      2244       826 LYNDHURST  BUFFALO   
        67      2534        65       289 PHOENIX    BUFFALO   
        39      1405        59       140 OKLACITY   BUFFALO   
        28        36       987        69 WICHITA    BUFFALO   
       101      2131      4288       284 DURHAM     BUFFALO   
        46        55      1679       169 BIRMINGHAM BUFFALO   
        69      1260       961       276 LOUISVILLE BUFFALO   
        34        35      1008       110 DESMOINES  BUFFALO   
         5         7       218        48 SEATTLE    BUFFALO   
       149      3591      2709       450 OMAHA      COLUMBUS  
        25        35       928        86 BOISE      COLUMBUS  
        81       415      3870       381 MILWAUKEE  STLOUIS   
       332      1520      9501       835 DETROIT    STLOUIS   
        15       454       105        53 ROCHESTER  STLOUIS   
        85       382      5861       344 SALTLAKE   STLOUIS   
