 3 2730 001 2414 00004
 3 2475 011 2414 00004
 3 3257 000 2414 00002
 5 2072 006 2414 00003
 5 2475 011 2414 00003
 5 2730 001 2414 00003
 5 2514 001 2414 00003
 5 2513 000 2414 00003
 5 3257 000 2414 00003
 3 2072 006 2414 00004
 3 2514 001 2414 00004
 3 2513 000 2414 00004
 3 2730 001 2414 00004
 3 2475 011 2414 00004
 5 2072 006 2414 00003
 5 2475 011 2414 00003
 5 2730 001 2414 00003
 5 2514 001 2414 00003
 5 2513 000 2414 00003
 3 2072 006 2414 00004
 3 2514 001 2414 00004
 3 2513 000 2414 00004
 3 2730 001 2414 00004
 3 2475 011 2414 00004
 3 3257 000 2414 00002
 5 2072 006 2414 00003
 5 2475 011 2414 00003
 5 2730 001 2414 00003
 5 2514 001 2414 00003
 5 2513 000 2414 00003
 5 3257 000 2414 00003
 3 2072 006 2414 00004
 3 2514 001 2414 00004
 3 2513 000 2414 00004
 3 2730 001 2414 00004
 3 2475 011 2414 00004
 3 3257 000 2414 00002
 5 2072 006 2414 00003
 5 2475 011 2414 00003
 5 2730 001 2414 00003
 5 2513 000 2414 00003
 5 2514 001 2414 00003
 5 3257 000 2414 00003
 3 2072 006 2414 00004
 3 2514 001 2414 00004
 3 2513 000 2414 00004
 3 2730 001 2414 00004
 3 2475 011 2414 00004
 3 3257 000 2414 00002
 5 2072 006 2414 00003
 5 2475 011 2414 00003
 5 2730 001 2414 00003
 5 2514 001 2414 00003
 5 2513 000 2414 00003
 5 3257 000 2414 00003
 3 2072 006 2414 00004
 3 2514 001 2414 00004
 3 2730 001 2414 00004
 3 2513 000 2414 00004
 3 2475 011 2414 00004
 3 3257 000 2414 00002
 5 2072 006 2414 00003
 5 2475 011 2414 00003
 5 2730 001 2414 00003
 5 3257 000 2414 00003
 5 2514 001 2414 00003
 5 2513 000 2414 00003
 3 2072 006 2414 00004
 3 2513 000 2414 00004
 3 2514 001 2414 00004
 3 2730 001 2414 00004
 3 2475 011 2414 00004
 3 3257 000 2414 00002
 2 2414 002 0150 00002
 5 2072 006 2414 00003
 5 2475 011 2414 00003
 5 2730 001 2414 00003
 5 3257 000 2414 00003
 5 2514 001 2414 00003
 5 2513 000 2414 00003
 3 2072 006 2414 00004
 3 2513 000 2414 00004
 3 2514 001 2414 00004
 3 2730 001 2414 00004
 3 2475 011 2414 00004
 3 3257 000 2414 00002
 5 2072 006 2414 00003
 5 2475 011 2414 00003
 5 2730 001 2414 00003
 5 2514 001 2414 00003
 5 2513 000 2414 00003
 5 3257 000 2414 00003
 3 2072 006 2414 00004
 3 2514 001 2414 00004
 3 2513 000 2414 00004
 3 2730 001 2414 00004
 3 2475 011 2414 00004
 3 3257 000 2414 00002
 5 2072 006 2414 00003
 5 2475 011 2414 00003
 5 2730 001 2414 00003
 5 2514 001 2414 00003
 5 3257 000 2414 00003
 5 2513 000 2414 00003
 3 2072 006 2414 00004
 3 2514 001 2414 00004
 3 2513 000 2414 00004
 3 2730 001 2414 00004
 3 2475 011 2414 00004
 3 3257 000 2414 00002
 5 2072 006 2414 00003
 5 2475 011 2414 00003
 5 2730 001 2414 00003
 5 2513 000 2414 00003
 5 2514 001 2414 00003
 5 3257 000 2414 00003
 3 2072 006 2414 00004
 3 2514 001 2414 00004
 3 2513 000 2414 00004
 3 2730 001 2414 00004
 3 2475 011 2414 00004
 3 3257 000 2414 00002
 5 2072 006 2414 00003
 5 2730 001 2414 00003
 5 2475 011 2414 00003
 5 2514 001 2414 00003
 5 2513 000 2414 00003
 5 3257 000 2414 00003
 3 2072 006 2414 00004
 3 2513 000 2414 00004
 3 2514 001 2414 00004
 3 2730 001 2414 00004
 3 2475 011 2414 00004
 3 3257 000 2414 00002
 3 2414 002 0150 00002
 5 2072 006 2414 00003
 5 2475 011 2414 00003
 5 2730 001 2414 00003
 5 3257 000 2414 00003
 5 2513 000 2414 00003
 5 2514 001 2414 00003
 3 2072 006 2414 00004
 3 2514 001 2414 00004
 3 2513 000 2414 00004
 3 2730 001 2414 00004
 3 2475 011 2414 00004
 3 3257 000 2414 00002
 5 2072 006 2414 00003
 5 2730 001 2414 00003
 5 2475 011 2414 00003
 5 2514 001 2414 00003
 5 2513 000 2414 00003
 5 3257 000 2414 00003
 3 2072 006 2414 00004
 3 2514 001 2414 00004
 3 2513 000 2414 00004
 3 2730 001 2414 00004
 3 2475 011 2414 00004
 3 3257 000 2414 00002
 5 2072 006 2414 00003
 5 2730 001 2414 00003
 5 2475 011 2414 00003
 5 2514 001 2414 00003
 5 2513 000 2414 00003
 5 3257 000 2414 00003
 3 2072 006 2414 00004
 3 2514 001 2414 00004
 3 2730 001 2414 00004
 3 2513 000 2414 00004
 3 2475 011 2414 00004
 3 3257 000 2414 00002
 5 2072 006 2414 00003
 5 2475 011 2414 00003
 5 2514 001 2414 00003
 5 2513 000 2414 00003
 5 2730 001 2414 00003
 5 3257 000 2414 00003
 3 2072 006 2414 00004
 3 2514 001 2414 00004
 3 2513 000 2414 00004
 3 2730 001 2414 00004
 3 2475 011 2414 00004
 4 2730 001 2414 00001
 4 2072 006 2414 00001
 4 2514 001 2414 00001
 4 2513 000 2414 00001
 4 2475 011 2414 00001
 5 2730 001 2414 00001
 5 2514 001 2414 00001
 5 2072 006 2414 00001
 5 2513 000 2414 00001
 5 2475 011 2414 00001
 5 2404 002 0435 00003
 5 2400 004 0435 00003
 3 2404 002 0435 00004
 3 2400 004 0435 00002
 5 2404 002 0435 00003
 5 2400 004 0435 00003
 3 2400 004 0435 00002
 3 2404 002 0435 00004
 4 2313 004 3311 00001
 4 3311 002 2313 00001
 5 2313 004 3311 00001
 4 2430 001 2317 00001
 4 2510 004 2317 00001
 4 2511 002 2317 00001
 5 2430 001 2317 00001
 5 2510 004 2317 00001
 5 2511 002 2317 00001
 3 2313 004 3311 00002
 3 3311 002 2313 00002
 5 2043 004 1065 00001
 5 2404 002 0435 00003
 5 2400 004 0435 00003
 3 2404 002 0435 00004
 3 2400 004 0435 00002
 5 2400 004 0435 00003
 5 2404 002 0435 00003
 3 2400 004 0435 00002
 3 2404 002 0435 00004
 3 2043 004 1065 00004
 5 2043 004 1065 00003
 3 2043 004 1065 00004
 3 3124 003 3246 00002
 3 3246 002 3124 00002
 5 2404 002 0435 00003
 5 2400 004 0435 00003
 3 2404 002 0435 00004
 3 2400 004 0435 00002
 5 2400 004 0435 00003
 5 2404 002 0435 00003
 3 2404 002 0435 00004
 3 2400 004 0435 00002
 5 2404 002 0435 00003
 5 2400 004 0435 00003
 3 2400 004 0435 00002
 3 2404 002 0435 00004
 5 2404 002 0435 00003
 5 2400 004 0435 00003
 3 2404 002 0435 00004
 5 2404 002 0435 00003
 3 2404 002 0435 00004
 3 2400 004 0435 00002
 5 2400 004 0435 00003
 5 2404 002 0435 00003
 3 2400 004 0435 00002
 3 2404 002 0435 00004
 5 2400 004 0435 00003
 5 2404 002 0435 00003
 3 2404 002 0435 00004
 3 2400 004 0435 00002
 5 2404 002 0435 00003
 5 2400 004 0435 00003
 4 3246 002 3124 00001
 3 2400 004 0435 00002
 4 3124 003 3246 00001
 5 3246 002 3124 00001
 3 2404 002 0435 00004
 5 2043 004 1065 00001
 3 2043 004 1065 00004
 5 2043 004 1065 00001
 5 2404 002 0435 00003
 5 2400 004 0435 00003
 3 2400 004 0435 00002
 3 2404 002 0435 00004
 5 2400 004 0435 00003
 5 2404 002 0435 00003
 3 2404 002 0435 00004
 3 2400 004 0435 00002
 5 2400 004 0435 00003
 5 2404 002 0435 00003
 3 2404 002 0435 00004
 3 2400 004 0435 00002
 3 2043 004 1065 00004
 5 2404 002 0435 00003
 5 2400 004 0435 00003
 3 2404 002 0435 00004
 3 2400 004 0435 00002
 5 2404 002 0435 00003
 5 2400 004 0435 00003
 3 2400 004 0435 00002
 5 2043 004 1065 00001
 3 2404 002 0435 00004
 5 2404 002 0435 00003
 5 2400 004 0435 00003
 3 2400 004 0435 00002
 3 2404 002 0435 00004
 5 2404 002 0435 00003
 5 2400 004 0435 00003
 3 2404 002 0435 00004
 3 2400 004 0435 00002
 5 2400 004 0435 00003
 5 2404 002 0435 00003
 3 2404 002 0435 00004
 3 2400 004 0435 00002
 5 2404 002 0435 00003
 5 2400 004 0435 00003
 3 2400 004 0435 00002
 3 2404 002 0435 00004
 5 2404 002 0435 00003
 5 2400 004 0435 00003
 3 2404 002 0435 00004
 3 2400 004 0435 00002
 5 2404 002 0435 00003
 5 2400 004 0435 00003
 3 2404 002 0435 00004
 3 2400 004 0435 00002
 5 2400 004 0435 00003
 5 2404 002 0435 00003
 3 2400 004 0435 00002
 3 2404 002 0435 00004
 3 2043 004 1065 00004
 5 2404 002 0435 00003
 5 2400 004 0435 00003
 3 2404 002 0435 00004
 3 2400 004 0435 00002
 5 2400 004 0435 00003
 5 2404 002 0435 00003
 3 2404 002 0435 00004
 3 2400 004 0435 00002
 3 3124 003 3246 00002
 3 3246 002 3124 00002
 5 2400 004 0435 00003
 5 2404 002 0435 00003
 3 2400 004 0435 00002
 3 2404 002 0435 00004
 5 2043 004 1065 00001
 3 2043 004 1065 00004
 5 2043 004 1065 00001
 3 2043 004 1065 00004
 4 2023 005 2702 00001
 4 2346 002 2702 00001
 4 3042 000 2702 00001
 5 2043 004 1065 00001
 5 2023 005 2702 00001
 5 2346 002 2702 00001
 5 3042 000 2702 00001
 3 2043 004 1065 00004
 5 2043 004 1065 00003
 3 2043 004 1065 00004
 3 2510 004 2317 00004
 3 2430 001 2317 00004
 5 2043 004 1065 00001
 3 2023 005 2702 00004
 3 2346 002 2702 00004
 3 3042 000 2702 00004
 3 2511 002 2317 00004
 3 2317 000 2511 00004
 4 2514 002 2513 00001
 4 2415 002 2513 00001
 5 2514 002 2513 00001
 5 2415 002 2513 00001
 3 2415 002 2513 00004
 3 2514 002 2513 00004
 5 2400 004 0435 00001
 5 2404 002 0435 00001
 4 2415 002 2513 00001
 5 2415 002 2513 00003
 5 2514 002 2513 00003
 3 2415 002 2513 00004
 3 2514 002 2513 00004
 4 3246 002 3124 00001
 4 3124 003 3246 00001
 5 3246 002 3124 00001
 4 3165 002 2756 00001
 2 3165 002 2756 00004
 4 3165 002 2756 00001
 2 3165 002 2756 00004
 4 3165 002 2756 00001
 2 3165 002 2756 00004
 3 3124 003 3246 00002
 3 3246 002 3124 00002
 4 3246 002 3124 00001
 4 3124 003 3246 00001
 5 3246 002 3124 00001
 5 2650 003 0646 00001
 4 3214 000 2550 00001
 5 3214 000 2550 00001
 4 2415 002 2513 00001
 4 2514 002 2513 00001
 5 2514 002 2513 00001
 5 2415 002 2513 00001
 4 2624 001 2507 00003
 5 2624 004 2507 00003
 3 2507 005 2624 00004
 3 2624 001 2507 00004
 2 2507 004 2624 00004
 4 2507 004 2624 00003
 2 2624 004 2507 00004
 2 2507 004 2624 00004
 3 3124 003 3246 00002
 3 3246 002 3124 00002
 4 3246 002 3124 00001
 4 3124 003 3246 00001
 5 3246 002 3124 00001
 3 3124 003 3246 00002
 3 3246 002 3124 00002
 3 2400 004 0435 00002
 3 2404 002 0435 00004
 5 2404 002 0435 00003
 5 2400 004 0435 00003
 3 2650 003 0646 00004
 3 2475 011 2414 00004
 3 2514 001 2414 00004
 3 2730 001 2414 00004
 3 3257 000 2414 00002
 3 2072 006 2414 00001
 3 2414 004 2072 00004
 3 2153 033 2414 00004
 3 2414 020 2153 00004
 4 3257 000 2414 00001
 4 2153 033 2414 00001
 4 2730 001 2414 00001
 4 2514 001 2414 00001
 4 2475 011 2414 00001
 4 2072 006 2414 00001
 5 3257 000 2414 00001
 5 2153 033 2414 00001
 5 2730 001 2414 00001
 5 2514 001 2414 00001
 5 2475 011 2414 00001
 5 2072 006 2414 00001
 3 2400 004 0435 00002
 3 2404 002 0435 00004
 3 2072 006 2414 00004
 3 2153 033 2414 00004
 3 2514 001 2414 00004
 3 2730 001 2414 00004
 3 2475 011 2414 00004
 3 3257 000 2414 00002
 4 2654 002 2415 00001
 4 3273 000 2415 00001
 4 2515 001 2415 00001
 5 2654 002 2415 00001
 5 3273 000 2415 00001
 5 2515 001 2415 00001
 5 2514 000 2415 00001
 4 3246 002 3124 00001
 4 3124 003 3246 00001
 5 3246 002 3124 00001
 3 3124 003 3246 00002
 3 3246 002 3124 00002
 3 2012 033 2415 00004
 3 2043 031 2415 00004
 3 2515 001 2415 00004
 3 3273 000 2415 00004
 3 2654 002 2415 00004
 3 2415 020 2414 00037
 3 2414 023 2415 00037
 4 2654 000 3214 00001
 4 2737 000 3214 00001
 3 2414 001 2513 00004
 3 2415 002 2513 00004
 3 2514 002 2513 00004
 5 2654 000 3214 00001
 5 2737 000 3214 00001
 3 2421 001 2544 00002
 3 2544 015 2421 00002
 3 2414 022 3214 00037
 3 2737 000 3214 00004
 3 2515 000 3214 00004
 3 2654 000 3214 00004
 4 2514 002 2513 00001
 4 2414 001 2513 00001
 4 2415 002 2513 00001
 5 2514 002 2513 00001
 3 3214 021 2415 00037
 3 2415 021 3214 00037
 5 2414 001 2513 00001
 5 2415 002 2513 00001
 3 2410 001 1206 00002
 5 2410 001 1206 00003
 4 2051 032 2042 00001
 4 2042 032 2051 00003
 2 2042 032 2051 00004
 2 2051 032 2042 00004
 4 2414 003 2514 00001
 5 2414 003 2514 00001
 3 2414 001 2513 00004
 3 2415 002 2513 00004
 4 2415 002 2513 00001
 4 2414 001 2513 00001
 5 2415 002 2513 00001
 5 2414 001 2513 00001
 4 2241 000 2604 00001
 2 2241 000 2604 00004
 3 2414 001 2513 00004
 3 2415 002 2513 00004
 3 2513 002 2415 00004
 3 2513 001 2514 00004
 3 2414 003 2514 00004
 3 2415 001 2514 00004
 3 2514 000 2415 00004
 4 3214 004 2737 00001
 4 2737 002 2654 00001
 4 2737 000 3214 00001
 5 2737 002 2654 00003
 5 3214 004 2737 00001
 3 2737 000 3214 00004
 3 3214 004 2737 00004
 3 2654 001 2737 00002
 3 2737 002 2654 00002
 5 2166 000 2604 00003
 5 2314 001 2604 00003
 5 2402 002 2604 00003
 5 2053 033 2604 00003
 5 2131 000 2604 00003
 5 2537 000 2604 00003
 5 2125 000 2604 00003
 5 3007 000 2604 00003
 5 2217 034 2604 00003
 3 2217 034 2604 00037
 3 2053 033 2604 00027
 5 2312 001 2604 00003
 3 2166 000 2604 00004
 3 2125 000 2604 00004
 3 2131 000 2604 00004
 3 2312 001 2604 00004
 3 2314 001 2604 00004
 3 2402 002 2604 00004
 3 3007 000 2604 00004
 3 2306 001 2604 00004
 3 2537 000 2604 00004
 5 2131 000 2604 00003
 5 2166 000 2604 00003
 5 2053 033 2604 00003
 5 2125 000 2604 00003
 5 2217 034 2604 00003
 5 3007 000 2604 00003
 5 2314 001 2604 00003
 5 2402 002 2604 00003
 5 2312 001 2604 00003
 5 2306 001 2604 00003
 5 2537 000 2604 00003
 3 2217 034 2604 00037
 3 2053 033 2604 00027
 3 2312 001 2604 00004
 3 2166 000 2604 00004
 3 3007 000 2604 00004
 3 2314 001 2604 00004
 3 2402 002 2604 00004
 3 2306 001 2604 00004
 3 2537 000 2604 00004
 3 2125 000 2604 00004
 3 2131 000 2604 00004
 5 2314 001 2604 00003
 5 2053 033 2604 00003
 5 2166 000 2604 00003
 5 2125 000 2604 00003
 5 2131 000 2604 00003
 5 2402 002 2604 00003
 5 2306 001 2604 00003
 5 3007 000 2604 00003
 5 2537 000 2604 00003
 5 2217 034 2604 00003
 5 2312 001 2604 00003
 3 2217 034 2604 00037
 3 2166 000 2604 00004
 3 2314 001 2604 00004
 3 2312 001 2604 00004
 3 2306 001 2604 00004
 3 3007 000 2604 00004
 3 2402 002 2604 00004
 3 2537 000 2604 00004
 3 2053 033 2604 00027
 3 2125 000 2604 00004
 3 2131 000 2604 00004
 5 2125 000 2604 00003
 5 2217 034 2604 00003
 5 2131 000 2604 00003
 5 2053 033 2604 00003
 5 3007 000 2604 00003
 5 2166 000 2604 00003
 5 2402 002 2604 00003
 5 2314 001 2604 00003
 5 2306 001 2604 00003
 5 2312 001 2604 00003
 5 2537 000 2604 00003
 3 2217 034 2604 00037
 3 2053 033 2604 00027
 5 2217 034 2604 00003
 5 2053 033 2604 00003
 3 2217 034 2604 00037
 3 2053 033 2604 00027
 3 2312 001 2604 00004
 3 2125 000 2604 00004
 3 2166 000 2604 00004
 5 2217 034 2604 00003
 5 2312 001 2604 00003
 5 2166 000 2604 00003
 5 2053 033 2604 00003
 5 2125 000 2604 00003
 3 2217 034 2604 00037
 3 2053 033 2604 00037
 3 2131 000 2604 00004
 3 2314 001 2604 00004
 3 2402 002 2604 00004
 3 2306 001 2604 00004
 3 3007 000 2604 00004
 3 2537 000 2604 00004
 3 2312 001 2604 00004
 3 2166 000 2604 00004
 3 2125 000 2604 00004
 5 2053 033 2604 00003
 5 2217 034 2604 00003
 5 2314 001 2604 00003
 5 2166 000 2604 00003
 5 2306 001 2604 00003
 5 2125 000 2604 00003
 5 2312 001 2604 00003
 5 2131 000 2604 00003
 5 2402 002 2604 00003
 5 3007 000 2604 00003
 5 2537 000 2604 00003
 3 2053 033 2604 00027
 3 2217 034 2604 00037
 3 2125 000 2604 00004
 3 2312 001 2604 00004
 3 2131 000 2604 00004
 3 2166 000 2604 00004
 3 2314 001 2604 00004
 3 2306 001 2604 00004
 3 2402 002 2604 00004
 3 3007 000 2604 00004
 3 2537 000 2604 00004
 5 2402 002 2604 00003
 5 2217 034 2604 00003
 5 2166 000 2604 00003
 5 2314 001 2604 00003
 5 2306 001 2604 00003
 5 2053 033 2604 00003
 5 2125 000 2604 00003
 5 2131 000 2604 00003
 5 2312 001 2604 00003
 5 3007 000 2604 00003
 5 2537 000 2604 00003
 3 2217 034 2604 00037
 3 2053 033 2604 00037
 5 2217 034 2604 00003
 5 2053 033 2604 00003
 3 2217 034 2604 00037
 3 2053 033 2604 00037
 5 2217 034 2604 00003
 3 2217 034 2604 00037
 5 2053 033 2604 00003
 3 2053 033 2604 00024
 5 2217 034 2604 00003
 5 2053 033 2604 00003
 3 2217 034 2604 00037
 3 2053 033 2604 00027
 3 2131 000 2604 00004
 3 2166 000 2604 00004
 3 2125 000 2604 00004
 3 3007 000 2604 00004
 3 2312 001 2604 00004
 3 2314 001 2604 00004
 3 2306 001 2604 00004
 3 2402 002 2604 00004
 3 2537 000 2604 00004
 5 2166 000 2604 00003
 5 2125 000 2604 00003
 5 2131 000 2604 00003
 5 2314 001 2604 00003
 5 2217 034 2604 00003
 5 2053 033 2604 00003
 5 3007 000 2604 00003
 5 2402 002 2604 00003
 5 2312 001 2604 00003
 5 2306 001 2604 00003
 5 2537 000 2604 00003
 3 2053 033 2604 00024
 3 2217 034 2604 00037
 5 2217 034 2604 00003
 5 2053 033 2604 00003
 3 2217 034 2604 00037
 3 2053 033 2604 00037
 5 2217 034 2604 00003
 5 2053 033 2604 00003
 3 2217 034 2604 00037
 5 2217 034 2604 00003
 3 2053 033 2604 00027
 3 2217 034 00037
 3 2125 000 2604 00004
 3 2131 000 2604 00004
 3 2166 000 2604 00004
 3 2312 001 2604 00004
 3 2314 001 2604 00004
 3 3007 000 2604 00004
 3 2306 001 2604 00004
 3 2402 002 2604 00004
 3 2537 000 2604 00004
 5 2217 034 2604 00003
 5 2053 033 2604 00003
 5 2125 000 2604 00003
 5 2306 001 2604 00003
 5 2131 000 2604 00003
 5 3007 000 2604 00003
 5 2166 000 2604 00003
 5 2537 000 2604 00003
 5 2312 001 2604 00003
 5 2314 001 2604 00003
 5 2402 002 2604 00003
 3 2053 033 2604 00037
 3 2217 034 2604 00037
 5 2217 034 2604 00003
 5 2053 033 2604 00003
 3 2217 034 2604 00037
 3 2053 033 2604 00024
 3 2125 000 2604 00004
 3 2166 000 2604 00004
 3 2131 000 2604 00004
 3 2312 001 2604 00004
 3 3007 000 2604 00004
 3 2314 001 2604 00004
 3 2306 001 2604 00004
 3 2402 002 2604 00004
 3 2537 000 2604 00004
 5 3007 000 2604 00003
 5 2131 000 2604 00003
 5 2217 034 2604 00003
 5 2053 033 2604 00003
 5 2306 001 2604 00003
 5 2312 001 2604 00003
 5 2402 002 2604 00003
 5 2537 000 2604 00003
 5 2166 000 2604 00003
 5 2125 000 2604 00003
 5 2314 001 2604 00003
 3 2217 034 2604 00037
 3 2053 033 2604 00027
 3 2312 001 2604 00004
 3 2131 000 2604 00004
 3 2125 000 2604 00004
 3 2166 000 2604 00004
 3 3007 000 2604 00004
 3 2537 000 2604 00004
 3 2402 002 2604 00004
 3 2306 001 2604 00004
 3 2314 001 2604 00004
 5 2166 000 2604 00003
 5 2125 000 2604 00003
 5 2131 000 2604 00003
 5 2217 034 2604 00003
 5 2402 002 2604 00003
 5 3007 000 2604 00003
 5 2053 033 2604 00003
 5 2306 001 2604 00003
 5 2312 001 2604 00003
 5 2314 001 2604 00003
 5 2537 000 2604 00003
 3 2217 034 2604 00037
 3 2053 033 2604 00037
 3 2166 000 2604 00004
 3 2125 000 2604 00004
 5 2217 034 2604 00003
 5 2053 033 2604 00003
 5 2166 000 2604 00003
 3 2053 033 2604 00027
 5 2125 000 2604 00003
 3 2217 034 2604 00037
 3 2131 000 2604 00004
 3 2312 001 2604 00004
 3 2402 002 2604 00004
 3 2537 000 2604 00004
 3 3007 000 2604 00004
 3 2306 001 2604 00004
 3 2314 001 2604 00004
 5 3007 000 2604 00003
 5 2402 002 2604 00003
 5 2217 034 2604 00003
 5 2537 000 2604 00003
 5 2053 033 2604 00003
 5 2312 001 2604 00003
 5 2131 000 2604 00003
 5 2314 001 2604 00003
 5 2306 001 2604 00003
 3 2053 033 2604 00027
 3 2217 034 2604 00037
 5 2217 034 2604 00003
 5 2053 033 2604 00003
 3 2217 034 2604 00037
 3 2125 000 2604 00004
 3 2166 000 2604 00004
 3 2131 000 2604 00004
 3 2312 001 2604 00004
 3 2053 033 2604 00037
 3 3007 000 2604 00004
 3 2314 001 2604 00004
 3 2402 002 2604 00004
 3 2306 001 2604 00004
 5 3007 000 2604 00003
 5 2166 000 2604 00003
 5 2217 034 2604 00003
 5 2314 001 2604 00003
 5 2053 033 2604 00003
 5 2125 000 2604 00003
 5 2131 000 2604 00003
 5 2402 002 2604 00003
 5 2312 001 2604 00003
 3 2537 000 2604 00004
 5 2537 000 2604 00003
 5 2306 001 2604 00003
 3 2217 034 2604 00037
 3 2053 033 2604 00027
 3 2125 000 2604 00004
 3 2166 000 2604 00004
 3 2131 000 2604 00004
 3 2312 001 2604 00004
 3 3007 000 2604 00004
 3 2537 000 2604 00004
 3 2314 001 2604 00004
 3 2402 002 2604 00004
 3 2306 001 2604 00004
 5 2131 000 2604 00003
 5 2314 001 2604 00003
 5 2402 002 2604 00003
 5 2125 000 2604 00003
 5 2217 034 2604 00003
 5 2166 000 2604 00003
 5 2053 033 2604 00003
 5 2312 001 2604 00003
 5 2306 001 2604 00003
 5 3007 000 2604 00003
 5 2537 000 2604 00003
 3 2217 034 2604 00037
 3 2053 033 2604 00037
 3 2131 000 2604 00004
 5 2217 034 2604 00003
 5 2053 033 2604 00003
 5 2131 000 2604 00003
 3 2053 033 2604 00027
 3 2217 034 2604 00037
 5 2053 033 2604 00003
 5 2217 034 2604 00003
 3 2053 033 2604 00027
 3 2217 034 2604 00037
 5 2053 033 2604 00003
 5 2217 034 2604 00003
 3 2053 033 2604 00037
 3 2125 000 2604 00004
 3 2166 000 2604 00004
 3 2312 001 2604 00004
 3 2402 002 2604 00004
 3 2131 000 2604 00004
 3 2314 001 2604 00004
 3 2537 000 2604 00004
 3 2306 001 2604 00004
 3 3007 000 2604 00004
 3 2217 034 2604 00037
 5 2166 000 2604 00003
 5 3007 000 2604 00003
 5 2125 000 2604 00003
 5 2131 000 2604 00003
 5 2217 034 2604 00003
 5 2402 002 2604 00003
 5 2053 033 2604 00003
 5 2312 001 2604 00003
 5 2314 001 2604 00003
 5 2537 000 2604 00003
 5 2306 001 2604 00003
 3 2217 034 2604 00037
 3 2053 033 2604 00027
 5 2217 034 2604 00003
 5 2053 033 2604 00003
 3 2053 033 2604 00027
 3 2217 034 2604 00037
 5 2217 034 2604 00003
 5 2053 033 2604 00003
 3 2217 034 2604 00037
 3 2053 033 2604 00037
 5 2053 033 2604 00003
 5 2217 034 2604 00003
 3 2053 033 2604 00037
 5 2053 033 2604 00003
 3 2217 034 2604 00037
 3 2053 033 2604 00037
 5 2217 034 2604 00003
 3 2217 034 2604 00037
 5 2053 033 2604 00003
 3 2053 033 2604 00027
 5 2217 034 2604 00003
 5 2053 033 2604 00003
 3 2217 034 2604 00037
 5 2217 034 2604 00003
 3 2053 033 2604 00037
 3 2131 000 2604 00004
 3 2125 000 2604 00004
 3 2312 001 2604 00004
 3 2166 000 2604 00004
 3 2306 001 2604 00004
 3 3007 000 2604 00004
 3 2314 001 2604 00004
 3 2402 002 2604 00004
 3 2217 034 2604 00037
 3 2537 000 2604 00004
 5 2402 002 2604 00003
 5 2053 033 2604 00003
 5 2125 000 2604 00003
 5 2131 000 2604 00003
 5 2166 000 2604 00003
 5 2312 001 2604 00003
 5 2314 001 2604 00003
 5 2217 034 2604 00003
 5 2306 001 2604 00003
 5 3007 000 2604 00003
 5 2537 000 2604 00003
 3 2217 034 2604 00037
 3 2053 033 2604 00037
 5 2053 033 2604 00003
 5 2217 034 2604 00003
 3 2217 034 2604 00037
 3 2053 033 2604 00037
 5 2217 034 2604 00003
 5 2053 033 2604 00003
 3 2053 033 2604 00027
 3 2217 034 2604 00037
