   40, 4325,444400,930111,1721,1722,62458,62514,         909,         629,         1538
   40, 4325,742341,930111,1721,1729,62483,62931,         193,         257,          450
 8315, 4325,602070,930111,1722,1722,62499,62503,           4,          49,           53
 8315, 4325,536112,930111,1722,1723,62520,62553,          67,          35,          102
   40, 4325,444400,930111,1722,1723,62524,62585,         909,         629,         1538
 8315, 4325,602070,930111,1723,1723,62566,62569,           4,          49,           53
 8315, 4325,602070,930111,1723,1728,62589,62896,          77,          59,          136
   40, 4325,444400,930111,1723,1724,62595,62668,         909,         629,         1538
   40, 7565,435507,930111,1724,1724,62612,62633,         886,         672,         1558
   74, 2606,613717,930111,1724,1724,62613,62650,          97,         307,          404
 8315, 4325,602070,930111,1724,1724,62648,62652,           4,          49,           53
 7415, 2606,613717,930111,1725,1725,62673,62720,        9864,         167,        10031
   40, 4325,444400,930111,1725,1726,62677,62739,         909,         629,         1538
   40, 4325, 64504,930111,1725,1730,62690,63010,         154,         185,          339
   40, 4325,471647,930111,1725,1734,62706,63253,         157,         254,          411
 8315, 4325,602070,930111,1725,1726,62709,62736,        4405,         191,         4596
   40, 4325,742324,930111,1725,1726,62729,62775,         190,         256,          446
   40, 4325,471643,930111,1726,1726,62752,62775,         186,         261,          447
 7415, 4325, 57066,930111,1726,1731,62754,63080,        2626,         280,         2906
   40, 4325,227216,930111,1727,1727,62796,62842,         189,         251,          440
 8315, 4325,536112,930111,1727,1727,62803,62830,         101,          49,          150
   40, 4325,453767,930111,1727,1728,62803,62872,         186,         253,          439
   40, 4325, 44462,930111,1727,1727,62812,62842,         162,         192,          354
13924, 4325,451537,930111,1727,1729,62824,62958,          71,         523,          594
11864, 4325,741665,930111,1727,1727,62838,62849,         124,          63,          187
   40, 4325,471643,930111,1728,1728,62856,62891,         156,         197,          353
   40, 4325,524731,930111,1728,1729,62867,62955,         936,         629,         1565
   40, 4325,525274,930111,1729,1729,62912,62924,         183,         250,          433
 8315, 4325,602070,930111,1729,1729,62913,62918,           4,          49,           53
 8315, 4325,602070,930111,1729,1729,62922,62927,           4,          49,           53
 8315, 4325,602070,930111,1729,1729,62931,62936,           4,          49,           53
   40, 4325,453760,930111,1729,1729,62934,62969,         187,         253,          440
   40, 4325,742341,930111,1729,1730,62936,62979,         189,         251,          440
   40, 4325,742341,930111,1730,1730,62984,63020,         193,         253,          446
 8315, 4325,602070,930111,1730,1730,62984,62988,           4,          49,           53
 4525,14702,343406,930111,1730,1730,62993,62997,          50,          16,           66
 5164,14702,343406,930111,1730,1730,63014,63017,          51,          17,           68
 7415, 2606,613717,930111,1730,1731,63015,63060,        9864,         167,        10031
 7152, 4325,545432,930111,1730,1731,63022,63037,        1184,          25,         1209
   40, 4325,742341,930111,1730,1732,63025,63117,         193,         257,          450
 7415,14702,343406,930111,1731,1731,63034,63037,          51,          17,           68
   40, 4325,453760,930111,1731,1731,63050,63085,         187,         253,          440
 3853, 7565,435544,930111,1731,1731,63051,63055,           4,          49,           53
10265,14702,343406,930111,1731,1731,63058,63061,          51,          17,           68
 8315, 4325,536112,930111,1731,1732,63074,63101,         100,          49,          149
 5164,14702,343406,930111,1731,1731,63078,63081,          51,          17,           68
 7415,14702,343406,930111,1732,1732,63097,63100,          51,          17,           68
   40, 4325,742341,930111,1732,1733,63122,63208,         189,         251,          440
 7415, 4325, 57066,930111,1732,1733,63130,63204,         209,        2290,         2499
 4325, 2606,545432,930111,1732,1732,63138,63145,         128,          21,          149
 2606, 7565,545432,930111,1733,1734,63166,63221,       20079,          37,        20116
   40, 4325, 64472,930111,1733,1734,63178,63261,         184,         249,          433
 8315, 4325,602070,930111,1733,1738,63193,63499,          77,          59,          136
 5164, 7565,435544,930111,1733,1736,63203,63346,        1585,         880,         2465
   40, 4325,742341,930111,1734,1736,63212,63342,         193,         253,          446
   40, 4325,444423,930111,1734,1734,63216,63261,         897,         623,         1520
   40, 4325,471656,930111,1734,1734,63228,63250,         186,         261,          447
 7415,14702,343406,930111,1734,1734,63260,63263,          50,          16,           66
   40, 4325, 44457,930111,1735,1735,63272,63301,         162,         192,          354
   40, 4325,444423,930111,1735,1736,63277,63348,         897,         623,         1520
10265,14702,343406,930111,1735,1735,63283,63287,          51,          17,           68
10265,14702,343406,930111,1735,1735,63308,63311,          51,          17,           68
   40, 4325,453765,930111,1735,1736,63318,63354,         187,         253,          440
 5164,14702,343406,930111,1735,1736,63328,63331,          51,          17,           68
   40, 4325,471646,930111,1736,1740,63332,63576,         156,         197,          353
   40, 4325, 55252,930111,1736,1736,63336,63370,         158,         191,          349
13478, 4325,602070,930111,1736,1742,63343,63712,          44,       19198,        19242
   40, 4325, 64471,930111,1736,1738,63345,63492,         184,         249,          433
   40, 4325,742341,930111,1736,1739,63348,63529,         193,         257,          450
 5164,14702,343406,930111,1736,1736,63348,63351,          51,          17,           68
 7415,14702,343406,930111,1736,1736,63367,63370,          51,          17,           68
 8315, 4325,602070,930111,1737,1737,63400,63403,           4,          49,           53
   40, 4325,453774,930111,1737,1737,63404,63438,         187,         253,          440
 8315, 4325,602070,930111,1737,1737,63431,63435,           4,          49,           53
10265, 2606,613717,930111,1738,1738,63454,63503,        6986,         152,         7138
 8315, 4325,602070,930111,1738,1738,63465,63469,           4,          49,           53
   40, 4325,453765,930111,1738,1739,63476,63510,         187,         253,          440
 7415,14702,343406,930111,1738,1739,63506,63510,          53,          16,           69
   40, 4325,453767,930111,1739,1740,63528,63573,         189,         253,          442
   40, 4325,742341,930111,1739,1741,63534,63644,         189,         251,          440
 8315, 4325,602070,930111,1739,1739,63548,63552,           4,          49,           53
 7415, 4325, 57066,930111,1739,1740,63549,63595,          98,         268,          366
 4325, 2606,545432,930111,1740,1740,63616,63623,         128,          21,          149
 7152, 4325,545432,930111,1740,1741,63621,63653,        2086,          37,         2123
   40, 4325,453775,930111,1740,1741,63629,63676,         187,         253,          440
 2606, 4325,545432,930111,1741,1741,63636,63658,        7190,          25,         7215
   40, 4325,742341,930111,1741,1743,63649,63799,         193,         253,          446
   40, 4325, 44456,930111,1742,1743,63731,63761,         162,         192,          354
   40, 4325,454000,930111,1742,1743,63735,63766,         189,         253,          442
 1593,14702,343404,930111,1743,1752,63775,64321,          89,         119,          208
   40, 4325,227216,930111,1743,1744,63784,63866,         158,         186,          344
   40, 4325,453775,930111,1743,1744,63798,63855,         947,         632,         1579
 8315, 4325,602070,930111,1743,1751,63798,64282,         379,         137,          516
10265, 2606,613717,930111,1743,1745,63799,63887,       15723,         197,        15920
   40, 4325,742341,930111,1743,1748,63805,64078,         193,         257,          450
 3853, 4325,643664,930111,1744,1744,63813,63842,          90,         189,          279
 8315, 4325,602070,930111,1744,1744,63813,63817,           4,          49,           53
 8315, 4325,602070,930111,1744,1744,63822,63826,           4,          49,           53
   40, 4325,471650,930111,1744,1745,63826,63914,         935,         632,         1567
 8315, 4325,602070,930111,1744,1744,63831,63835,           4,          49,           53
   40, 4325,453774,930111,1744,1746,63843,63941,         931,         630,         1561
 8315, 4325,536112,930111,1744,1745,63860,63896,         102,          49,          151
 8315, 4325,602070,930111,1745,1745,63884,63888,           4,          49,           53
   40, 4325,453777,930111,1745,1746,63888,63942,         187,         253,          440
   40, 4325,742352,930111,1745,1749,63916,64147,         920,         625,         1545
   40, 4325,471661,930111,1748,1748,64063,64085,         186,         261,          447
   40, 4325,454000,930111,1748,1749,64072,64147,         187,         253,          440
 2606, 4325,545432,930111,1749,1749,64115,64156,       16260,          25,        16285
   40, 4325,471643,930111,1749,1750,64165,64200,         156,         197,          353
   40, 4325, 44466,930111,1750,1750,64192,64221,         162,         192,          354
 7415, 7565,435544,930111,1751,1753,64250,64392,        1585,         880,         2465
   40, 4325,453762,930111,1751,1752,64261,64291,         187,         253,          440
 7415,14702,343404,930111,1751,1753,64266,64350,          99,        1033,         1132
 8315, 4325,602070,930111,1752,1752,64299,64303,           4,          49,           53
   40, 4325,742327,930111,1752,1753,64309,64351,         190,         256,          446
 8315, 4325,602070,930111,1752,1752,64331,64335,           4,          49,           53
   40, 4325,471645,930111,1752,1801,64338,64849,         153,         195,          348
 8315, 4325,536112,930111,1753,1754,64363,64424,         166,         690,          856
 8315, 4325,602070,930111,1753,1753,64366,64370,           4,          49,           53
 7415,14702,343404,930111,1753,1802,64394,64908,         156,         134,          290
 8315, 4325,602070,930111,1753,1759,64403,64710,          77,          59,          136
   40, 4325,546215,930111,1754,1754,64426,64455,         190,         254,          444
 3853, 4325,643664,930111,1754,1754,64426,64459,          79,         177,          256
 7415, 4325,654034,930111,1754,1755,64428,64480,         884,         109,          993
 8315, 4325,602070,930111,1754,1754,64448,64452,           4,          49,           53
   40, 4325,453767,930111,1756,1757,64533,64591,         950,         630,         1580
   40, 4325,471661,930111,1756,1756,64537,64560,         186,         261,          447
 8315, 4325,536112,930111,1757,1757,64603,64631,          97,          49,          146
   40, 4325,471646,930111,1757,1758,64638,64672,         156,         197,          353
   40, 4325, 44462,930111,1758,1758,64662,64690,         162,         192,          354
 8315, 4325,602070,930111,1759,1759,64713,64718,           4,          49,           53
 8315, 4325,602070,930111,1759,1759,64722,64726,           4,          49,           53
   40, 4325,546207,930111,1759,1759,64724,64755,         190,         254,          444
 8315, 4325,602070,930111,1759,1759,64731,64736,           4,          49,           53
 3699, 4325,446170,930111,1759,1801,64765,64889,        2567,         486,         3053
 8315, 4325,602070,930111,1760,1760,64784,64789,           4,          49,           53
   40, 4325,453775,930111,1800,1801,64806,64837,         187,         253,          440
 7152, 4325,545432,930111,1800,1801,64823,64848,        3122,          37,         3159
 2736,11106,143016,930111,1802,1808,64926,65290,         183,        1478,         1661
   40, 4325,535506,930111,1802,1804,64939,65030,         960,         638,         1598
   40, 4325,453774,930111,1803,1803,64957,64989,         187,         253,          440
   40, 4325,471661,930111,1803,1812,64993,65501,         153,         195,          348
 8315, 4325,602070,930111,1804,1809,65010,65316,          77,          59,          136
   40, 4325,470331,930111,1804,1804,65024,65047,         186,         262,          448
 4325, 7152,545432,930111,1805,1805,65073,65092,        3122,          37,         3159
 7415, 4325,741665,930111,1805,1811,65081,65450,       13080,         885,        13965
 7415,14702,343404,930111,1805,1807,65118,65246,         331,         310,          641
   40, 4325, 44453,930111,1805,1806,65128,65157,         162,         192,          354
   40, 4325,471645,930111,1805,1806,65128,65164,         156,         197,          353
 7415, 4325, 57066,930111,1806,1807,65149,65201,        1791,         109,         1900
 8315, 4325,602070,930111,1807,1807,65199,65204,           4,          49,           53
 8315, 4325,602070,930111,1807,1807,65231,65235,           4,          49,           53
 7415,14702,343404,930111,1808,1808,65256,65272,          91,          58,          149
   40, 4325,525274,930111,1808,1808,65265,65277,         183,         250,          433
 8315, 4325,602070,930111,1808,1808,65266,65271,           4,          49,           53
 7415,14702,343404,930111,1808,1808,65282,65290,         121,          88,          209
 7415, 4325,741665,930111,1808,1809,65288,65316,          97,         111,          208
 8315, 4325,602070,930111,1809,1809,65348,65353,           4,          49,           53
 7152, 4325,545432,930111,1810,1810,65418,65426,         233,          29,          262
 7152, 4325,545432,930111,1810,1811,65422,65443,        1309,          37,         1346
 4525, 7565,435544,930111,1810,1813,65427,65587,        1585,         880,         2465
 8315, 4325,536112,930111,1811,1826,65455,66354,         314,        1766,         2080
   40, 4325,471643,930111,1812,1812,65497,65518,         186,         261,          447
   40, 4325, 44454,930111,1813,1814,65590,65618,         162,         192,          354
   40, 4325,471643,930111,1813,1814,65596,65632,         156,         197,          353
 8315, 4325,602070,930111,1814,1814,65613,65617,           4,          49,           53
 8315, 4325,602070,930111,1814,1819,65614,65921,          77,          59,          136
 8315, 4325,602070,930111,1814,1814,65622,65625,           4,          49,           53
 8315, 4325,602070,930111,1814,1814,65631,65635,           4,          49,           53
   40, 4325,471661,930111,1814,1818,65646,65901,         183,         259,          442
 8315, 4325,602070,930111,1815,1815,65684,65688,           4,          49,           53
   40, 4325,453767,930111,1815,1815,65688,65700,         188,         255,          443
16518, 4325,655740,930111,1815,1816,,65774,          58,         809,          867
 7415, 2606,161505,930111,1817,1817,65811,65839,         160,        1341,         1501
   40, 4325,742302,930111,1817,1818,65826,65870,         190,         256,          446
 8315, 4325,536112,930111,1817,1819,65836,65916,         166,         377,          543
   40, 4325,654367,930111,1817,1818,65845,65856,         185,         252,          437
11864, 4325,741665,930111,1818,1819,65869,65933,         412,       11076,        11488
 8315, 4325,536112,930111,1818,1826,65873,66331,         263,        1132,         1395
 7415, 2606,161505,930111,1819,1819,65946,65966,        1157,         107,         1264
   40, 4325,470331,930111,1819,1820,65965,65986,         186,         261,          447
 7415, 4325, 57066,930111,1820,1820,65987,66029,        1748,         109,         1857
 7152, 4325,545432,930111,1820,1821,66022,66034,         407,          25,          432
   40, 4325, 44460,930111,1821,1821,66049,66078,         162,         192,          354
   40, 4325,471650,930111,1821,1825,66066,66294,         156,         197,          353
 7415, 4325, 57066,930111,1821,1822,66071,66123,        1748,         109,         1857
 8315, 4325,602070,930111,1822,1822,66100,66103,           4,          49,           53
   74, 2606,613717,930111,1822,1822,66101,66132,          97,         307,          404
   40, 4325,524731,930111,1822,1823,66112,66200,         927,         629,         1556
 8315, 4325,602070,930111,1822,1822,66132,66136,           4,          49,           53
 8315, 4325,602070,930111,1823,1823,66166,66171,           4,          49,           53
 8315, 4325,536112,930111,1823,1833,66191,66754,         469,         127,          596
 8315, 4325,602070,930111,1824,1829,66218,66525,          77,          59,          136
 8315, 4325,602070,930111,1824,1824,66248,66253,           4,          49,           53
 8315, 4325,536112,930111,1826,1828,66371,66479,         166,         568,          734
 7415, 4325,654034,930111,1827,1828,66404,66502,         207,         961,         1168
   40, 4325, 44456,930111,1829,1829,66510,66539,         162,         192,          354
 8315, 4325,602070,930111,1829,1829,66513,66517,           4,          49,           53
 8315, 4325,602070,930111,1829,1829,66522,66526,           4,          49,           53
 8315, 4325,602070,930111,1829,1829,66531,66534,           4,          49,           53
 8315, 4325,536112,930111,1829,1829,66533,66545,         683,         113,          796
 5164, 7565,435544,930111,1829,1831,66535,66683,        1585,         880,         2465
 8315, 4325,602070,930111,1830,1830,66584,66588,           4,          49,           53
 8315, 4325,536112,930111,1830,1832,66621,66724,         165,         479,          644
 7152, 4325,545432,930111,1830,1831,66623,66636,         925,          25,          950
   40, 4325,471645,930111,1831,1832,66688,66709,         186,         261,          447
 8315, 4325,536112,930111,1832,1833,66702,66790,         165,         472,          637
   40, 4325,471656,930111,1833,1834,66788,66822,         156,         198,          354
 8315, 4325,536112,930111,1833,1833,66792,66795,          51,          21,           72
   40, 4325,547261,930111,1834,1838,66813,67095,         926,         634,         1560
 8315, 4325,536112,930111,1834,1834,66817,66850,          99,          49,          148
 8315, 4325,602070,930111,1834,1839,66823,67128,          77,          59,          136
   40, 4325, 44456,930111,1836,1837,66970,66998,         162,         192,          354
 8315, 4325,602070,930111,1837,1837,66999,67004,           4,          49,           53
 8315, 4325,602070,930111,1837,1837,67031,67036,           4,          49,           53
13100, 4325,602070,930111,1837,1838,67047,67083,          43,        1156,         1199
 8315, 4325,602070,930111,1838,1838,67066,67069,           4,          49,           53
13100, 2606,613717,930111,1838,1839,67088,67112,          30,        1134,         1164
13100, 7565,435544,930111,1839,1842,67114,67334,          32,        1134,         1166
   40, 4325,546206,930111,1839,1840,67144,67176,         190,         254,          444
 8315, 4325,602070,930111,1839,1839,67148,67152,           4,          49,           53
 8315, 4325,536112,930111,1839,1840,67162,67177,          67,          35,          102
   40, 4325,470331,930111,1840,1840,67178,67200,         186,         261,          447
 7152, 4325,545432,930111,1840,1841,67222,67246,        2479,          25,         2504
   40, 4325,471643,930111,1841,1842,67279,67315,         156,         197,          353
 8315, 4325,602070,930111,1844,1844,67413,67417,           4,          49,           53
 8315, 4325,602070,930111,1844,1844,67422,67427,           4,          49,           53
 8315, 4325,602070,930111,1844,1849,67427,67733,          77,          59,          136
   40, 4325, 44465,930111,1844,1844,67431,67460,         162,         192,          354
 8315, 4325,602070,930111,1844,1844,67431,67436,           4,          49,           53
 8315, 4325,602070,930111,1845,1845,67484,67488,           4,          49,           53
10265, 7565,435544,930111,1847,1850,67615,67774,        1585,         880,         2465
 8315, 4325,536112,930111,1848,1848,67676,67678,          50,          21,           71
 8315, 4325,536112,930111,1848,1854,67694,68058,         424,        1210,         1634
   40, 4325,470331,930111,1848,1849,67702,67731,         186,         261,          447
 8315, 4325,536112,930111,1848,1850,67703,67784,         229,         105,          334
 8315, 4325,536112,930111,1849,1850,67740,67772,          99,          49,          148
   40, 4325,226031,930111,1850,1859,67792,68338,         155,         245,          400
   40, 4325,524731,930111,1850,1852,67813,67913,         935,         627,         1562
   40, 4325,470331,930111,1850,1851,67823,67859,         156,         197,          353
 8315, 4325,536112,930111,1851,1851,67847,67864,          69,          35,          104
 8315, 4325,536112,930111,1851,1853,67855,67972,         166,         690,          856
 8315, 4325,536112,930111,1851,1852,67855,67896,          68,          35,          103
   40, 4325, 44456,930111,1852,1852,67891,67920,         162,         192,          354
 8315, 4325,602070,930111,1852,1852,67899,67903,           4,          49,           53
   40, 4325,524731,930111,1852,1853,67923,67984,         939,         627,         1566
 8315, 4325,602070,930111,1852,1852,67931,67935,           4,          49,           53
 7415, 2606,161505,930111,1852,1854,67947,68046,       11763,         291,        12054
 8315, 4325,602070,930111,1853,1853,67966,67971,           4,          49,           53
 5164, 4325,655740,930111,1853,1857,67987,68200,         141,          73,          214
   40, 4325,524731,930111,1853,1858,67993,68307,         155,         188,          343
 8315, 4325,602070,930111,1854,1859,68031,68338,          77,          59,          136
 8315, 4325,602070,930111,1854,1854,68048,68053,           4,          49,           53
 7415, 2606,161505,930111,1856,1856,68137,68165,         160,        1502,         1662
   40, 4325,471650,930111,1857,1857,68211,68233,         186,         261,          447
 7415, 2606,161505,930111,1858,1858,68275,68295,        1147,         107,         1254
 8315, 4325,602070,930111,1859,1859,68313,68316,           4,          49,           53
   40, 4325,471643,930111,1859,1859,68314,68350,         156,         197,          353
 8315, 4325,602070,930111,1859,1859,68322,68325,           4,          49,           53
 8315, 4325,602070,930111,1859,1859,68331,68334,           4,          49,           53
   40, 4325, 44457,930111,1859,1860,68352,68381,         162,         192,          354
 8315, 4325,602070,930111,1860,1860,68384,68389,           4,          49,           53
 7152, 4325,545432,930111,1900,1901,68425,68448,        2863,          37,         2900
   40, 4325,525172,930111,1902,1909,68512,68935,         939,         627,         1566
 8315, 4325,602070,930111,1904,1909,68636,68942,          77,          59,          136
   40, 4325,453767,930111,1904,1905,68668,68681,         190,         257,          447
10265, 7565,435544,930111,1906,1908,68748,68902,        1585,         880,         2465
   40, 4325,471650,930111,1906,1907,68777,68798,         186,         261,          447
 8315, 4325,602070,930111,1907,1907,68799,68803,           4,          49,           53
   40, 4325, 44457,930111,1907,1907,68802,68831,         162,         192,          354
 8315, 4325,602070,930111,1907,1907,68831,68834,           4,          49,           53
 8315, 4325,602070,930111,1908,1908,68866,68870,           4,          49,           53
   40, 4325,471645,930111,1908,1909,68878,68913,         156,         197,          353
 2080, 4325,446170,930111,1908,1909,68881,68921,          71,         233,          304
 8315, 4325,536112,930111,1908,1908,68887,68903,          68,          35,          103
 8315, 4325,602070,930111,1909,1909,68948,68952,           4,          49,           53
11864, 4325,741665,930111,1910,1910,68975,68986,         124,          63,          187
 8315, 4325,536112,930111,1910,1912,68981,69095,         198,        1064,         1262
 8315, 4325,536112,930111,1911,1913,69063,69176,         164,         506,          670
 8315, 4325,536112,930111,1911,1911,69072,69075,          52,          21,           73
 8315, 4325,536112,930111,1912,1912,69110,69146,          98,          49,          147
   40, 4325,226031,930111,1913,1913,69176,69197,         866,         569,         1435
 8315, 4325,602070,930111,1914,1914,69213,69216,           4,          49,           53
 8315, 4325,602070,930111,1914,1914,69222,69225,           4,          49,           53
 8315, 4325,602070,930111,1914,1914,69231,69234,           4,          49,           53
 8315, 4325,602070,930111,1914,1919,69240,69546,          77,          59,          136
   40, 4325, 44454,930111,1914,1915,69250,69277,         162,         192,          354
 8315, 4325,602070,930111,1915,1915,69284,69287,           4,          49,           53
   40, 4325,471646,930111,1916,1917,69366,69397,         186,         261,          447
 8315, 4325,536112,930111,1918,1923,69455,69795,         502,         793,         1295
   40, 4325,470331,930111,1918,1919,69476,69511,         156,         197,          353
 8315, 4325,536112,930111,1919,1920,69553,69585,          98,          49,          147
   74, 2606,613717,930111,1922,1922,69692,69724,          97,         307,          404
   40, 4325, 44453,930111,1922,1922,69696,69726,         162,         192,          354
 8315, 4325,602070,930111,1922,1922,69699,69704,           4,          49,           53
 8315, 4325,602070,930111,1922,1922,69731,69735,           4,          49,           53
 8315, 4325,602070,930111,1923,1923,69766,69770,           4,          49,           53
 8315, 4325,536112,930111,1924,1924,69811,69827,          66,          35,          101
10265, 7565,435544,930111,1924,1927,69836,69994,        1585,         880,         2465
   40, 4325,471645,930111,1924,1924,69838,69861,         186,         261,          447
 8315, 4325,602070,930111,1924,1929,69844,70150,          77,          59,          136
 8315, 4325,602070,930111,1924,1924,69848,69853,           4,          49,           53
   40, 4325,470331,930111,1926,1926,69941,69975,         156,         197,          353
 8315, 4325,602070,930111,1929,1929,70113,70117,           4,          49,           53
 8315, 4325,602070,930111,1929,1929,70122,70126,           4,          49,           53
 8315, 4325,602070,930111,1929,1929,70131,70135,           4,          49,           53
   40, 4325, 44460,930111,1929,1930,70144,70172,         162,         192,          354
 8315, 4325,602070,930111,1930,1930,70184,70189,           4,          49,           53
 7152, 4325,545432,930111,1930,1931,70223,70237,        1184,          25,         1209
   40, 4325,471650,930111,1932,1932,70322,70346,         186,         261,          447
 7415, 4325,654034,930111,1933,1934,70409,70439,         111,          59,          170
   40, 4325,471647,930111,1934,1934,70424,70458,         156,         198,          354
 8315, 4325,602070,930111,1934,1939,70448,70754,          77,          59,          136
   40, 4325, 44457,930111,1937,1937,70591,70621,         162,         192,          354
 8315, 4325,602070,930111,1937,1937,70600,70604,           4,          49,           53
 8315, 4325,602070,930111,1937,1937,70631,70635,           4,          49,           53
 8315, 4325,602070,930111,1938,1938,70667,70671,           4,          49,           53
 8315, 4325,536112,930111,1938,1939,70704,70740,         100,          48,          148
 8315, 4325,602070,930111,1939,1939,70748,70753,           4,          49,           53
   40, 4325,470331,930111,1940,1941,70808,70838,         186,         261,          447
 7152, 4325,545432,930111,1940,1941,70821,70853,        2345,          37,         2382
 2312, 4325,654034,930111,1941,1941,70860,70880,          77,         229,          306
   40, 4325,471643,930111,1942,1943,70918,70953,         156,         197,          353
 4525, 4325,772356,930111,1942,1942,70923,70946,         111,         130,          241
 8315, 4325,536112,930111,1943,1946,70980,71156,         196,        1422,         1618
 8315, 4325,602070,930111,1944,1944,71013,71017,           4,          49,           53
 8315, 4325,602070,930111,1944,1944,71022,71026,           4,          49,           53
 8315, 4325,602070,930111,1944,1944,71031,71035,           4,          49,           53
   40, 4325, 44465,930111,1944,1944,71039,71068,         162,         192,          354
 8315, 4325,602070,930111,1944,1949,71052,71358,          77,          59,          136
 8315, 4325,602070,930111,1945,1945,71084,71087,           4,          49,           53
   40, 4325,470331,930111,1949,1949,71314,71337,         186,         261,          447
 8315, 4325,536112,930111,1949,1950,71337,71425,         166,         440,          606
   40, 4325,471647,930111,1950,1951,71418,71453,         156,         197,          353
 8315, 4325,536112,930111,1951,1951,71447,71465,          67,          35,          102
 8315, 4325,536112,930111,1951,1954,71488,71630,         165,         605,          770
   40, 4325, 44465,930111,1951,1952,71489,71517,         162,         192,          354
 8315, 4325,602070,930111,1952,1952,71499,71502,           4,          49,           53
 8315, 4325,602070,930111,1952,1952,71531,71534,           4,          49,           53
 8315, 4325,602070,930111,1953,1953,71566,71570,           4,          49,           53
 8315, 4325,602070,930111,1954,1954,71648,71652,           4,          49,           53
 8315, 4325,602070,930111,1954,1959,71657,71963,          77,          59,          136
 3889, 4325,772356,930111,1956,1956,71773,71779,         114,          63,          177
   40, 4325,470331,930111,1957,1957,71793,71816,         186,         261,          447
   40, 4325,471643,930111,1958,1959,71896,71931,         156,         197,          353
 8315, 4325,602070,930111,1959,1959,71913,71917,           4,          49,           53
 8315, 4325,602070,930111,1959,1959,71922,71926,           4,          49,           53
 5164, 4325,772356,930111,1959,1959,71927,71957,         583,         108,          691
 8315, 4325,602070,930111,1959,1959,71931,71935,           4,          49,           53
   40, 4325, 44460,930111,1959,1959,71936,71965,         162,         192,          354
 8315, 4325,602070,930111,1960,1960,71984,71988,           4,          49,           53
11864, 4325,741665,930111,2000,2000,72010,72021,         124,          63,          187
   40, 4325,453767,930111,2000,2001,72017,72030,         188,         255,          443
 4525, 4325,772356,930111,2001,2002,72073,72104,         448,         108,          556
 7415, 4325,741665,930111,2004,2004,72211,72252,         558,          31,          589
 8315, 4325,602070,930111,2004,2009,72261,72568,          77,          59,          136
   40, 4325,471645,930111,2005,2005,72277,72300,         186,         261,          447
   40, 4325,442224,930111,2005,2006,72295,72354,         918,         634,         1552
   40, 4325,471650,930111,2006,2007,72384,72419,         156,         197,          353
   40, 4325, 44457,930111,2006,2007,72384,72414,         162,         192,          354
 8315, 4325,536112,930111,2007,2008,72396,72450,         166,         570,          736
 8315, 4325,602070,930111,2007,2007,72399,72403,           4,          49,           53
 6582, 4325,643664,930111,2007,2008,72412,72455,          76,         227,          303
 8315, 4325,602070,930111,2007,2007,72431,72435,           4,          49,           53
 8315, 4325,602070,930111,2008,2008,72468,72472,           4,          49,           53
 7415, 4325,741665,930111,2008,2009,72492,72535,         558,          31,          589
